DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,AÑO
CAQUETA,18150.0,CARTAGENA DEL CHAIRA,18150001.0,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024.0,6.0,18647,8183.0,104.26,Sábado,2020-01-21 19:15:00,7.43,18.0,19:15:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRA,18150002.0,SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024.0,6.0,4127,1932.0,39.4,Sábado,2020-01-21 19:15:00,4.27,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024.0,6.0,8770,3282.0,32.35,Sábado,2020-01-21 19:15:00,14.56,18.0,19:15:00,
CAUCA,19318.0,GUAPI,19318008.0,LIMONES (GUAPI - CAUCA),2024.0,6.0,9158,4037.0,43.34,Jueves,2020-01-15 18:45:00,9.22,19.0,18:45:00,
CAUCA,19318.0,GUAPI,19318013.0,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2024.0,6.0,12520,6833.0,54.59,Miércoles,2020-01-15 18:45:00,9.36,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418009.0,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2024.0,6.0,6719,3215.0,36.0,Domingo,2020-01-15 18:45:00,8.22,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACON (TIMBIQUÍ - CAUCA),2024.0,6.0,3571,875.0,22.0,Sábado,2020-01-15 18:45:00,7.26,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2024.0,6.0,5703,4209.0,29.76,Viernes,2020-01-15 18:45:00,7.5,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809026.0,LOS BRAZOS (TIMBIQUÍ - CAUCA),2024.0,6.0,2593,1121.0,36.55,Miércoles,2020-01-15 18:45:00,2.56,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809007.0,SAN JOSE (TIMBIQUÍ - CAUCA),2024.0,6.0,6642,4607.0,35.35,Miércoles,2020-01-15 18:45:00,7.38,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2024.0,6.0,3387,1002.0,20.2,Domingo,2020-01-15 18:45:00,7.04,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2024.0,6.0,682186,197644.0,1579.6,Lunes,2020-01-17 20:45:00,19.37,27.0,20:45:00,
CHOCO,27006.0,ACANDÍ,27006003.0,CAPURGANA (ACANDÍ - CHOCÓ),2024.0,6.0,403800,128896.0,894.96,Sábado,2020-01-17 20:45:00,21.03,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDO,27025000.0,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2024.0,6.0,52766,18043.0,127.6,Martes,2020-01-17 20:45:00,23.53,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2024.0,6.0,806798,240527.0,1573.88,Sábado,2020-01-17 20:45:00,23.55,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2024.0,6.0,184938,65667.0,366.96,Sábado,2020-01-17 20:45:00,23.54,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077905.0,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024.0,6.0,4215,1621.0,18.4,Lunes,2020-01-17 20:45:00,10.0,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077029.0,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024.0,6.0,906,394.0,7.21,Domingo,2020-01-17 20:45:00,5.51,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077026.0,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024.0,6.0,5274,2959.0,33.88,Domingo,2020-01-17 20:45:00,8.09,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077008.0,ORPUA (BAJO BAUDÓ - CHOCÓ),2024.0,6.0,648,170.0,6.24,Jueves,2020-01-17 20:45:00,5.57,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077000.0,PIZARRO (BAJO BAUDÓ - CHOCÓ),2024.0,6.0,233400,91021.0,448.8,Lunes,2020-01-17 20:45:00,23.05,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077916.0,TERRON (BAJO BAUDÓ - CHOCÓ),2024.0,6.0,5300,2263.0,27.79,Lunes,2020-01-17 20:45:00,10.28,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2024.0,6.0,91673,27162.0,265.98,Lunes,2020-01-17 20:45:00,15.16,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099005.0,NAPIPI (BOJAYÁ - CHOCÓ),2024.0,6.0,9331,3096.0,60.8,Sábado,2020-01-17 20:45:00,6.2,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099008.0,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2024.0,6.0,11489,3514.0,67.2,Viernes,2020-01-17 20:45:00,8.01,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2024.0,6.0,31176,14902.0,253.7,Miércoles,2020-01-17 20:45:00,5.26,27.0,20:45:00,
CHOCO,27372.0,JURADO,27372000.0,JURADO (JURADO - CHOCÓ),2024.0,6.0,168917,56559.0,308.64,Sábado,2020-01-17 20:45:00,24.0,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO,27425000.0,BETE (MEDIO ATRATO - CHOCÓ),2024.0,6.0,16199,8094.0,64.0,Miércoles,2020-01-17 20:45:00,11.39,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO,27425008.0,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2024.0,6.0,2241,971.0,20.47,Domingo,2020-01-17 20:45:00,5.08,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495001.0,ARUSÍ (NUQUÍ - CHOCO),2024.0,6.0,18961,7124.0,60.0,Sábado,2020-01-17 20:45:00,15.3,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495011.0,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2024.0,6.0,889,411.0,5.35,Lunes,2020-01-17 20:45:00,7.07,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495912.0,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2024.0,6.0,7888,1820.0,11.5,Viernes,2020-01-17 20:45:00,23.17,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495000.0,NUQUÍ (NUQUÍ - CHOCÓ),2024.0,6.0,286414,100295.0,539.26,Sábado,2020-01-17 20:45:00,23.56,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2024.0,6.0,116,31.0,18.77,Viernes,2020-01-17 20:45:00,0.24,27.0,20:45:00,
CHOCO,27615.0,RIOSUCIO,27615011.0,SAN JOSE TAMBORAL (RIOSUCIO - CHOCÓ),2024.0,6.0,465,176.0,4.33,Martes,2020-01-17 20:45:00,4.29,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2024.0,6.0,13024,3367.0,76.65,Sábado,2020-01-17 20:45:00,7.26,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2024.0,6.0,453004,145637.0,957.79,Viernes,2020-01-17 20:45:00,22.15,27.0,20:45:00,
GUAINIA,94343.0,BARRANCO MINAS,94343000.0,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2024.0,6.0,87380,28373.0,234.28,Martes,2020-02-01 18:45:00,16.11,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001905.0,CHORRO BOCON (INÍRIDA - GUAINÍA),2024.0,6.0,5482,444.0,19.1,Viernes,2020-02-01 18:45:00,15.59,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2024.0,6.0,2088662,580002.0,4099.04,Martes,2020-02-01 18:45:00,24.0,94.0,18:45:00,
LA GUAJIRA,44847.0,URIBIA,44847003.0,CABO DE LA VELA (URIBIA - LA GUAJIRA),2024.0,6.0,32748,1938.0,159.45,Miércoles,2020-01-11 19:30:00,8.33,44.0,19:30:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2024.0,6.0,31835,6940.0,265.92,Viernes,2020-01-11 19:30:00,4.46,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2024.0,6.0,88076,30120.0,169.22,Sábado,2020-01-22 19:00:00,23.21,47.0,19:00:00,
META,50325.0,MAPIRIPAN,50325000.0,MAPIRIPAN (MAPIRIPAN - META),2024.0,6.0,173757,58073.0,340.12,Lunes,2020-01-08 18:30:00,24.0,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250016.0,ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO),2024.0,6.0,554,347.0,6.43,Martes,2020-01-31 18:45:00,3.43,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250005.0,LAS MERCEDES (EL CHARCO - NARIÑO),2024.0,6.0,983,873.0,12.58,Sábado,2020-01-31 18:45:00,4.14,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2024.0,6.0,9682,2920.0,64.0,Viernes,2020-01-31 18:45:00,10.06,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390005.0,AGUACATAL (LA TOLA - NARIÑO),2024.0,6.0,783,189.0,9.5,Domingo,2020-01-31 18:45:00,3.27,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMARALES (LA TOLA - NARIÑO),2024.0,6.0,8842,2662.0,51.46,Jueves,2020-01-31 18:45:00,8.01,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390003.0,LA VIGIA DE LA MAR (LA TOLA - NARIÑO),2024.0,6.0,4814,2215.0,21.64,Miércoles,2020-01-31 18:45:00,9.5,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2024.0,6.0,4251,2656.0,28.99,Sábado,2020-01-31 18:45:00,7.53,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390016.0,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2024.0,6.0,5924,2122.0,26.3,Sábado,2020-01-31 18:45:00,10.03,52.0,18:45:00,
NARIÑO,52427.0,MAGÜÍ,52427913.0,LA ISLA (MAGÜÍ - NARIÑO),2024.0,6.0,0,0.0,0.0,Sábado,2020-01-31 18:45:00,0.0,52.0,18:45:00,
NARIÑO,52427.0,MAGÜÍ,52427915.0,LAS LAJAS (MAGÜÍ - NARIÑO),2024.0,6.0,0,0.0,0.0,Sábado,2020-01-31 18:45:00,0.0,52.0,18:45:00,
NARIÑO,52473.0,MOSQUERA,52473010.0,EL BAJITO DE ECHANDÍA (MOSQUERA - NARIÑO),2024.0,6.0,1615,630.0,10.2,Jueves,2020-01-31 18:45:00,7.03,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2024.0,6.0,2168,656.0,13.7,Sábado,2020-01-31 18:45:00,6.19,52.0,18:45:00,
NARIÑO,52621.0,ROBERTO PAYAN,52621912.0,TAMAJE (ROBERTO PAYAN - NARIÑO),2024.0,6.0,4778,2999.0,23.02,Domingo,2020-01-31 18:45:00,8.54,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (TUMACO - NARIÑO),2024.0,6.0,7922,2975.0,48.0,Viernes,2020-01-31 18:45:00,7.19,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835217.0,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2024.0,6.0,23815,9302.0,105.6,Viernes,2020-01-31 18:45:00,10.42,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA,52696014.0,LA ENSENADA (SANTA BÁRBARA - NARIÑO),2024.0,6.0,3102,2058.0,21.73,Martes,2020-01-31 18:45:00,6.28,52.0,18:45:00,
PUTUMAYO,86573.0,PUERTO LEGUÍZAMO,86573009.0,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2024.0,6.0,2654,1590.0,22.4,Sábado,2020-02-28 19:45:00,5.3,86.0,19:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109069.0,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2024.0,6.0,7207,1312.0,28.95,Martes,2020-01-31 23:45:00,11.01,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109105.0,PITAL (BUENAVENTURA - VALLE DEL CAUCA),2024.0,6.0,2427,656.0,9.86,Domingo,2020-01-31 23:45:00,9.42,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109028.0,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2024.0,6.0,103108,35909.0,21.26,Lunes,2020-01-31 23:45:00,21.26,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109081.0,PUNTA BONITA,2024.0,6.0,2799,3112.0,21.03,Sábado,2020-01-31 23:45:00,6.28,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2024.0,6.0,8189,3084.0,42.59,Sábado,2020-01-31 23:45:00,9.29,76.0,23:45:00,
VAUPES,97161.0,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2024.0,6.0,20522,5140.0,82.1,Miércoles,2020-02-27 19:00:00,11.58,97.0,19:00:00,
VAUPES,97001.0,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2024.0,6.0,1451772,366345.0,3028.54,Martes,2020-02-27 19:00:00,24.0,97.0,19:00:00,
VAUPES,97666.0,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2024.0,6.0,34830,9545.0,130.33,Miércoles,2020-02-27 19:00:00,12.26,97.0,19:00:00,
VICHADA,99001.0,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2024.0,6.0,2188361,673372.0,4794.24,Domingo,2020-02-14 18:30:00,23.56,99.0,18:30:00,
AMAZONAS,91001.0,LETICIA,91001000.0,LETICIA (LETICIA - AMAZONAS),2024.0,7.0,4175447,1065330.0,7823.49,Jueves,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91540.0,PUERTO NARIÑO,91540000.0,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2024.0,7.0,132554,42294.0,270.4,Miercoles,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91798.0,TARAPACA (ANM),91798000.0,TARAPACA (TARAPACA (ANM) - AMAZONAS),2024.0,7.0,26803,12169.0,101.43,Lunes,2020-02-16 14:15:00,10.17,91.0,14:15:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564.0,PROVIDENCIA,88564000.0,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA ),2024.0,7.0,1308682,275839.0,2229.81,Miercoles,2020-02-28 19:00:00,24.0,88.0,19:00:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001.0,SAN ANDRÉS,88001000.0,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2024.0,7.0,20194952,5047981.0,33462.36,Jueves,2020-02-28 19:00:00,24.0,88.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2024.0,7.0,28683,13831.0,264.06,Lunes,2020-01-30 19:00:00,4.22,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001017.0,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2024.0,7.0,13868,4464.0,54.18,Viernes,2020-01-30 19:00:00,10.15,13.0,19:00:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRA,18150001.0,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024.0,7.0,11716,5089.0,104.75,Martes,2020-01-21 19:15:00,4.3,18.0,19:15:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRA,18150002.0,SANTA FE DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2024.0,7.0,3571,1667.0,40.64,Viernes,2020-01-21 19:15:00,3.42,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2024.0,7.0,2672,976.0,27.84,Lunes,2020-01-21 19:15:00,5.01,18.0,19:15:00,
CAUCA,19318.0,GUAPI,19318008.0,LIMONES (GUAPI - CAUCA),2024.0,7.0,4288,1882.0,45.28,Viernes,2020-01-15 18:45:00,4.08,19.0,18:45:00,
CAUCA,19318.0,GUAPI,19318013.0,SAN ANTONIO DE GUAJUI (GUAPI - CAUCA),2024.0,7.0,11284,6147.0,55.81,Viernes,2020-01-15 18:45:00,8.23,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418009.0,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2024.0,7.0,6151,2827.0,40.0,Sabado,2020-01-15 18:45:00,6.42,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACON (TIMBIQUÍ - CAUCA),2024.0,7.0,4464,1154.0,22.22,Domingo,2020-01-15 18:45:00,8.35,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2024.0,7.0,5913,4186.0,29.88,Jueves,2020-01-15 18:45:00,7.45,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809007.0,SAN JOSE (TIMBIQUÍ - CAUCA),2024.0,7.0,6046,4222.0,34.58,Lunes,2020-01-15 18:45:00,6.49,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2024.0,7.0,3295,1109.0,19.8,Lunes,2020-01-15 18:45:00,6.32,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2024.0,7.0,727226,207226.0,1561.12,Sabado,2020-01-17 20:45:00,19.03,27.0,20:45:00,
CHOCO,27006.0,ACANDÍ,27006003.0,CAPURGANA (ACANDÍ - CHOCÓ),2024.0,7.0,349527,110165.0,817.08,Miercoles,2020-01-17 20:45:00,18.45,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDO,27025000.0,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2024.0,7.0,46420,16571.0,139.57,Domingo,2020-01-17 20:45:00,17.51,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2024.0,7.0,879191,232126.0,1579.16,Lunes,2020-01-17 20:45:00,23.47,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2024.0,7.0,196222,66893.0,423.19,Lunes,2020-01-17 20:45:00,23.16,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2024.0,7.0,60272,18844.0,130.01,Lunes,2020-01-17 20:45:00,22.1,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077905.0,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024.0,7.0,3622,1429.0,16.32,Miercoles,2020-01-17 20:45:00,8.32,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077029.0,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024.0,7.0,730,302.0,7.29,Lunes,2020-01-17 20:45:00,4.44,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077026.0,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2024.0,7.0,7265,4440.0,34.02,Lunes,2020-01-17 20:45:00,10.23,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077008.0,ORPUA (BAJO BAUDÓ - CHOCÓ),2024.0,7.0,942,268.0,7.19,Martes,2020-01-17 20:45:00,8.13,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077000.0,PIZARRO (BAJO BAUDÓ - CHOCÓ),2024.0,7.0,257463,99964.0,478.37,Lunes,2020-01-17 20:45:00,23.3,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077916.0,TERRON (BAJO BAUDÓ - CHOCÓ),2024.0,7.0,3828,1591.0,27.57,Jueves,2020-01-17 20:45:00,7.03,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077019.0,VIRUDO (BAJO BAUDÓ - CHOCÓ),2024.0,7.0,6922,5092.0,31.05,Domingo,2020-01-17 20:45:00,9.12,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2024.0,7.0,63749,18620.0,265.98,Domingo,2020-01-17 20:45:00,10.39,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099002.0,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2024.0,7.0,9539,3531.0,51.2,,2020-01-17 20:45:00,8.1,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099005.0,NAPIPI (BOJAYÁ - CHOCÓ),2024.0,7.0,9344,2970.0,60.8,Domingo,2020-01-17 20:45:00,6.16,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099008.0,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2024.0,7.0,11897,3685.0,62.4,Martes,2020-01-17 20:45:00,7.34,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2024.0,7.0,61530,30589.0,245.12,Domingo,2020-01-17 20:45:00,10.55,27.0,20:45:00,
CHOCO,27372.0,JURADO,27372000.0,JURADO (JURADO - CHOCÓ),2024.0,7.0,182873,62366.0,351.2,Lunes,2020-01-17 20:45:00,23.32,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO,27425000.0,BETE (MEDIO ATRATO - CHOCÓ),2024.0,7.0,16169,7622.0,68.0,Jueves,2020-01-17 20:45:00,10.34,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO,27425008.0,SAN ROQUE (MEDIO ATRATO - CHOCÓ),2024.0,7.0,1666,670.0,22.92,Lunes,2020-01-17 20:45:00,3.24,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495001.0,ARUSÍ (NUQUÍ - CHOCO),2024.0,7.0,18926,7459.0,60.0,Domingo,2020-01-17 20:45:00,15.06,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495011.0,COMUNIDAD DE PUERTO JAGUA (NUQUÍ - CHOCÓ),2024.0,7.0,986,443.0,5.62,Lunes,2020-01-17 20:45:00,7.12,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495912.0,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2024.0,7.0,7219,2956.0,11.5,Jueves,2020-01-17 20:45:00,22.29,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495000.0,NUQUÍ (NUQUÍ - CHOCÓ),2024.0,7.0,312363,105627.0,575.87,Martes,2020-01-17 20:45:00,23.51,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2024.0,7.0,462,138.0,18.14,Viernes,2020-01-17 20:45:00,1.07,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2024.0,7.0,18007,4842.0,76.91,Lunes,2020-01-17 20:45:00,10.29,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2024.0,7.0,508534,160237.0,1051.78,Lunes,2020-01-17 20:45:00,22.23,27.0,20:45:00,
GUAINIA,94343.0,BARRANCO MINAS,94343000.0,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2024.0,7.0,87489,29752.0,245.59,Miercoles,2020-02-01 18:45:00,15.36,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001905.0,CHORRO BOCON (INÍRIDA - GUAINÍA),2024.0,7.0,5177,364.0,17.16,Jueves,2020-02-01 18:45:00,16.04,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2024.0,7.0,2042573,557699.0,3836.8,Jueves,2020-02-01 18:45:00,24.0,94.0,18:45:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2024.0,7.0,38023,8637.0,262.08,Martes,2020-01-11 19:30:00,5.36,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2024.0,7.0,76944,27976.0,167.74,Domingo,2020-01-22 19:00:00,21.53,47.0,19:00:00,
META,50325.0,MAPIRIPAN,50325000.0,MAPIRIPAN (MAPIRIPAN - META),2024.0,7.0,175985,58347.0,347.6,Lunes,2020-01-08 18:30:00,23.59,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250016.0,ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO),2024.0,7.0,283,177.0,6.14,Lunes,2020-01-31 18:45:00,1.53,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250005.0,LAS MERCEDES (EL CHARCO - NARIÑO),2024.0,7.0,1211,851.0,8.8,Sabado,2020-01-31 18:45:00,5.37,52.0,18:45:00,
